Mod:Item:MetaData, Localized Name
extratrees:fences.fireproof.1:3, Hornbeam Fence (Fireproof)
extratrees:fences.fireproof.1:4, Cedar Fence (Fireproof)
extratrees:fences.fireproof.1:5, Olive Fence (Fireproof)
extratrees:fences.fireproof.1:6, Sweetgum Fence (Fireproof)
extratrees:fences.fireproof.1:7, Locust Fence (Fireproof)
extratrees:fences.fireproof.1:8, Pear Fence (Fireproof)
extratrees:fences.fireproof.1:9, Maclura Fence (Fireproof)
extratrees:fences.fireproof.1:10, Brazilwood Fence (Fireproof)
extratrees:fences.fireproof.1:11, Logwood Fence (Fireproof)
extratrees:fences.fireproof.1:12, Rosewood Fence (Fireproof)
extratrees:fences.fireproof.1:13, Purpleheart Fence (Fireproof)
extratrees:fences.fireproof.1:14, Iroko Fence (Fireproof)
extratrees:fences.fireproof.1:15, Gingko Fence (Fireproof)
extratrees:fences.fireproof.2:0, Eucalyptus Fence (Fireproof)
extratrees:fences.fireproof.2:1, Box Fence (Fireproof)
extratrees:fences.fireproof.2:2, Syzgium Fence (Fireproof)
extratrees:fences.fireproof.2:3, Pink Ivory Fence (Fireproof)
extratrees:fence.gates.fir:0, Fir Fence Gate
extratrees:fence.gates.fireproof.fir:0, Fir Fence Gate (Fireproof)
extratrees:fence.gates.cedar:0, Cedar Fence Gate
extratrees:fence.gates.fireproof.cedar:0, Cedar Fence Gate (Fireproof)
extratrees:fence.gates.hemlock:0, Hemlock Fence Gate
extratrees:fence.gates.fireproof.hemlock:0, Hemlock Fence Gate (Fireproof)
extratrees:fence.gates.cypress:0, Cypress Fence Gate
extratrees:fence.gates.fireproof.cypress:0, Cypress Fence Gate (Fireproof)
extratrees:fence.gates.fig:0, Fig Fence Gate
extratrees:fence.gates.fireproof.fig:0, Fig Fence Gate (Fireproof)
extratrees:fence.gates.beech:0, Beech Fence Gate
extratrees:fence.gates.fireproof.beech:0, Beech Fence Gate (Fireproof)
extratrees:fence.gates.alder:0, Alder Fence Gate
extratrees:fence.gates.fireproof.alder:0, Alder Fence Gate (Fireproof)
extratrees:fence.gates.hazel:0, Hazel Fence Gate
extratrees:fence.gates.fireproof.hazel:0, Hazel Fence Gate (Fireproof)
extratrees:fence.gates.hornbeam:0, Hornbeam Fence Gate
extratrees:fence.gates.fireproof.hornbeam:0, Hornbeam Fence Gate (Fireproof)
extratrees:fence.gates.box:0, Box Fence Gate
extratrees:fence.gates.fireproof.box:0, Box Fence Gate (Fireproof)
extratrees:fence.gates.butternut:0, Butternut Fence Gate
extratrees:fence.gates.fireproof.butternut:0, Butternut Fence Gate (Fireproof)
extratrees:fence.gates.hickory:0, Hickory Fence Gate
extratrees:fence.gates.fireproof.hickory:0, Hickory Fence Gate (Fireproof)
extratrees:fence.gates.whitebeam:0, Whitebeam Fence Gate
extratrees:fence.gates.fireproof.whitebeam:0, Whitebeam Fence Gate (Fireproof)
extratrees:fence.gates.elm:0, Elm Fence Gate
extratrees:fence.gates.fireproof.elm:0, Elm Fence Gate (Fireproof)
extratrees:fence.gates.apple:0, Apple Fence Gate
extratrees:fence.gates.fireproof.apple:0, Apple Fence Gate (Fireproof)
extratrees:fence.gates.yew:0, Yew Fence Gate
extratrees:fence.gates.fireproof.yew:0, Yew Fence Gate (Fireproof)
extratrees:fence.gates.pear:0, Pear Fence Gate
extratrees:fence.gates.fireproof.pear:0, Pear Fence Gate (Fireproof)
extratrees:fence.gates.hawthorn:0, Hawthorn Fence Gate
extratrees:fence.gates.fireproof.hawthorn:0, Hawthorn Fence Gate (Fireproof)
extratrees:fence.gates.rowan:0, Rowan Fence Gate
extratrees:fence.gates.fireproof.rowan:0, Rowan Fence Gate (Fireproof)
extratrees:fence.gates.elder:0, Elder Fence Gate
extratrees:fence.gates.fireproof.elder:0, Elder Fence Gate (Fireproof)
extratrees:fence.gates.maclura:0, Maclura Fence Gate
extratrees:fence.gates.fireproof.maclura:0, Maclura Fence Gate (Fireproof)
extratrees:fence.gates.syzgium:0, Syzgium Fence Gate
extratrees:fence.gates.fireproof.syzgium:0, Syzgium Fence Gate (Fireproof)
extratrees:fence.gates.brazilwood:0, Brazilwood Fence Gate
extratrees:fence.gates.fireproof.brazilwood:0, Brazilwood Fence Gate (Fireproof)
extratrees:fence.gates.logwood:0, Logwood Fence Gate
extratrees:fence.gates.fireproof.logwood:0, Logwood Fence Gate (Fireproof)
extratrees:fence.gates.iroko:0, Iroko Fence Gate
extratrees:fence.gates.fireproof.iroko:0, Iroko Fence Gate (Fireproof)
extratrees:fence.gates.locust:0, Locust Fence Gate
extratrees:fence.gates.fireproof.locust:0, Locust Fence Gate (Fireproof)
extratrees:fence.gates.eucalyptus:0, Eucalyptus Fence Gate
extratrees:fence.gates.fireproof.eucalyptus:0, Eucalyptus Fence Gate (Fireproof)
extratrees:fence.gates.purpleheart:0, Purpleheart Fence Gate
extratrees:fence.gates.fireproof.purpleheart:0, Purpleheart Fence Gate (Fireproof)
extratrees:fence.gates.ash:0, Ash Fence Gate
extratrees:fence.gates.fireproof.ash:0, Ash Fence Gate (Fireproof)
extratrees:fence.gates.holly:0, Holly Fence Gate
extratrees:fence.gates.fireproof.holly:0, Holly Fence Gate (Fireproof)
extratrees:fence.gates.olive:0, Olive Fence Gate
extratrees:fence.gates.fireproof.olive:0, Olive Fence Gate (Fireproof)
extratrees:fence.gates.sweetgum:0, Sweetgum Fence Gate
extratrees:fence.gates.fireproof.sweetgum:0, Sweetgum Fence Gate (Fireproof)
extratrees:fence.gates.rosewood:0, Rosewood Fence Gate
extratrees:fence.gates.fireproof.rosewood:0, Rosewood Fence Gate (Fireproof)
extratrees:fence.gates.gingko:0, Gingko Fence Gate
extratrees:fence.gates.fireproof.gingko:0, Gingko Fence Gate (Fireproof)
extratrees:fence.gates.pinkivory:0, Pink Ivory Fence Gate
extratrees:fence.gates.fireproof.pinkivory:0, Pink Ivory Fence Gate (Fireproof)
extratrees:fence.gates.banana:0, Banana Fence Gate
extratrees:fence.gates.fireproof.banana:0, Banana Fence Gate (Fireproof)
extratrees:doors.apple:0, Apple Door
extratrees:doors.fig:0, Fig Door
extratrees:doors.butternut:0, Butternut Door
extratrees:doors.whitebeam:0, Whitebeam Door
extratrees:doors.rowan:0, Rowan Door
extratrees:doors.hemlock:0, Hemlock Door
extratrees:doors.ash:0, Ash Door
extratrees:doors.alder:0, Alder Door
extratrees:doors.beech:0, Beech Door
extratrees:doors.hawthorn:0, Hawthorn Door
extratrees:doors.banana:0, Banana Door
extratrees:doors.yew:0, Yew Door
extratrees:doors.cypress:0, Cypress Door
extratrees:doors.fir:0, Fir Door
extratrees:doors.hazel:0, Hazel Door
extratrees:doors.hickory:0, Hickory Door
extratrees:doors.elm:0, Elm Door
extratrees:doors.elder:0, Elder Door
extratrees:doors.holly:0, Holly Door
extratrees:doors.hornbeam:0, Hornbeam Door
extratrees:doors.cedar:0, Cedar Door
extratrees:doors.olive:0, Olive Door
extratrees:doors.sweetgum:0, Sweetgum Door
extratrees:doors.locust:0, Locust Door
extratrees:doors.pear:0, Pear Door
extratrees:doors.maclura:0, Maclura Door
extratrees:doors.brazilwood:0, Brazilwood Door
extratrees:doors.logwood:0, Logwood Door
extratrees:doors.rosewood:0, Rosewood Door
extratrees:doors.purpleheart:0, Purpleheart Door
extratrees:doors.iroko:0, Iroko Door
extratrees:doors.gingko:0, Gingko Door
extratrees:doors.eucalyptus:0, Eucalyptus Door
extratrees:doors.box:0, Box Door
extratrees:doors.syzgium:0, Syzgium Door
extratrees:doors.pinkivory:0, Pink Ivory Door
extratrees:multifence, tile.null.name
extratrees:leaves.decorative.0:0, Leaves
extratrees:leaves.decorative.0:1, Leaves
extratrees:leaves.decorative.0:2, Leaves
extratrees:leaves.decorative.0:3, Leaves
extratrees:leaves.decorative.0:4, Leaves
extratrees:leaves.decorative.0:5, Leaves
extratrees:leaves.decorative.0:6, Leaves
extratrees:leaves.decorative.0:7, Leaves
extratrees:leaves.decorative.0:8, Leaves
extratrees:leaves.decorative.0:9, Leaves
extratrees:leaves.decorative.0:10, Leaves
extratrees:leaves.decorative.0:11, Leaves
extratrees:leaves.decorative.0:12, Leaves
extratrees:leaves.decorative.0:13, Leaves
extratrees:leaves.decorative.0:14, Leaves
extratrees:leaves.decorative.0:15, Leaves
extratrees:leaves.decorative.1:0, Leaves
extratrees:leaves.decorative.1:1, Leaves
extratrees:leaves.decorative.1:2, Leaves
extratrees:leaves.decorative.1:3, Leaves
extratrees:leaves.decorative.1:4, Leaves
extratrees:leaves.decorative.1:5, Leaves
extratrees:leaves.decorative.1:6, Leaves
extratrees:leaves.decorative.1:7, Leaves
extratrees:leaves.decorative.1:8, Leaves
extratrees:leaves.decorative.1:9, Leaves
extratrees:leaves.decorative.1:10, Leaves
extratrees:leaves.decorative.1:11, Leaves
extratrees:leaves.decorative.1:12, Leaves
extratrees:leaves.decorative.1:13, Leaves
extratrees:leaves.decorative.1:14, Leaves
extratrees:leaves.decorative.1:15, Leaves
extratrees:leaves.decorative.2:0, Leaves
extratrees:leaves.decorative.2:1, Leaves
extratrees:leaves.decorative.2:2, Leaves
extratrees:leaves.decorative.2:3, Leaves
extratrees:leaves.decorative.2:4, Leaves
extratrees:leaves.decorative.2:5, Leaves
extratrees:leaves.decorative.2:6, Leaves
extratrees:leaves.decorative.2:7, Leaves
extratrees:leaves.decorative.2:8, Leaves
extratrees:leaves.decorative.2:9, Leaves
extratrees:leaves.decorative.2:10, Leaves
extratrees:leaves.decorative.2:11, Leaves
extratrees:leaves.decorative.2:12, Leaves
extratrees:leaves.decorative.2:13, Leaves
extratrees:leaves.decorative.2:14, Leaves
extratrees:leaves.decorative.2:15, Leaves
extratrees:leaves.decorative.3:0, Leaves
extratrees:leaves.decorative.3:1, Leaves
extratrees:leaves.decorative.3:2, Leaves
extratrees:leaves.decorative.3:3, Leaves
extratrees:leaves.decorative.3:4, Leaves
extratrees:leaves.decorative.3:5, Leaves
extratrees:leaves.decorative.3:6, Leaves
extratrees:leaves.decorative.3:7, Leaves
extratrees:leaves.decorative.3:8, Leaves
extratrees:leaves.decorative.3:9, Leaves
extratrees:leaves.decorative.3:10, Leaves
extratrees:leaves.decorative.3:11, Leaves
extratrees:leaves.decorative.3:12, Leaves
extratrees:leaves.decorative.3:13, Leaves
extratrees:leaves.decorative.3:14, Leaves
extratrees:leaves.decorative.3:15, Leaves
extratrees:leaves.decorative.4:0, Leaves
extratrees:leaves.decorative.4:1, Leaves
extratrees:leaves.decorative.4:2, Leaves
extratrees:leaves.decorative.4:3, Leaves
extratrees:leaves.decorative.4:4, Leaves
extratrees:leaves.decorative.4:5, Leaves
extratrees:leaves.decorative.4:6, Leaves
extratrees:leaves.decorative.4:7, Leaves
extratrees:leaves.decorative.4:8, Leaves
extratrees:leaves.decorative.4:9, Leaves
extratrees:leaves.decorative.4:10, Leaves
extratrees:leaves.decorative.4:11, Leaves
extratrees:leaves.decorative.4:12, Leaves
extratrees:leaves.decorative.4:13, Leaves
extratrees:leaves.decorative.4:14, Leaves
extratrees:leaves.decorative.4:15, Leaves
extratrees:leaves.decorative.5:0, Leaves
extratrees:leaves.decorative.5:1, Leaves
extratrees:leaves.decorative.5:2, Leaves
extratrees:leaves.decorative.5:3, Leaves
extratrees:leaves.decorative.5:4, Leaves
extratrees:leaves.decorative.5:5, Leaves
extratrees:leaves.decorative.5:6, Leaves
extratrees:leaves.decorative.5:7, Leaves
extratrees:leaves.decorative.5:8, Leaves
extratrees:leaves.decorative.5:9, Leaves
extratrees:leaves.decorative.5:10, Leaves
extratrees:leaves.decorative.5:11, Leaves
extratrees:leaves.decorative.5:12, Leaves
extratrees:leaves.decorative.5:13, Leaves
extratrees:leaves.decorative.5:14, Leaves
extratrees:leaves.decorative.5:15, Leaves
extratrees:leaves.decorative.6:0, Leaves
extratrees:shrub_log:0, Shrub Wood
extratrees:drink:0, Beer Mug
extratrees:drink:0, Pint Glass
extratrees:drink:0, Snifter Glass
extratrees:drink:0, Flute Glass
extratrees:drink:0, Cocktail Glass
extratrees:drink:0, Cordial Glass
extratrees:drink:0, Collins Glass
extratrees:drink:0, Highball Glass
extratrees:drink:0, Hurricane Glass
extratrees:drink:0, Margarita Glass
extratrees:drink:0, Old Fashioned Glass
extratrees:drink:0, Wine Glass
extratrees:drink:0, Shot Glass
extratrees:drink:0, Sherry Glass
extratrees:drink:0, Coupe Glass
extratrees:drink:0, Glass of Red Wine
extratrees:binnie.juice.apple, Apple Juice
extratrees:binnie.juice.apricot, Apricot Juice
extratrees:binnie.juice.banana, Banana Juice
extratrees:binnie.juice.cherry, Cherry Juice
extratrees:binnie.juice.elderberry, Elderberry Juice
extratrees:binnie.juice.lemon, Lemon Juice
extratrees:binnie.juice.lime, Lime Juice
extratrees:binnie.juice.orange, Orange Juice
extratrees:binnie.juice.peach, Peach Juice
extratrees:binnie.juice.plum, Plum Juice
extratrees:binnie.juice.carrot, Carrot Juice
extratrees:binnie.juice.tomato, Tomato Juice
extratrees:binnie.juice.cranberry, Cranberry Juice
extratrees:binnie.juice.grapefruit, Grapefruit Juice
extratrees:binnie.juice.olive, Olive Oil
extratrees:binnie.juice.pineapple, Pineapple Juice
extratrees:binnie.juice.pear, Pear Juice
extratrees:binnie.juice.white.grape, White Grape Juice
extratrees:binnie.juice.red.grape, Red Grape Juice
extratrees:binnie.cider.apple, Cider
extratrees:binnie.wine.apricot, Apricot Wine
extratrees:binnie.wine.banana, Banana Wine
extratrees:binnie.wine.cherry, Cherry Wine
extratrees:binnie.wine.elderberry, Elderberry Wine
extratrees:binnie.cider.peach, Peach Cider
extratrees:binnie.ciderpear, Pear Cider
extratrees:binnie.wine.plum, Plum Wine
extratrees:binnie.wine.carrot, Carrot Wine
extratrees:binnie.wine.white, White Wine
extratrees:binnie.wine.red, Red Wine
extratrees:binnie.wine.sparkling, Sparkling Wine
extratrees:binnie.wine.agave, Agave Wine
extratrees:binnie.fermented.potatoes, Fermented Potatoes
extratrees:binnie.wine.citrus, Citrus Wine
extratrees:binnie.wine.cranberry, Cranberry Wine
extratrees:binnie.wine.pineapple, Pineapple Wine
extratrees:binnie.wine.tomato, Tomato Wine
extratrees:binnie.juice, Fruit Wine
extratrees:binnie.beer.ale, Ale
extratrees:binnie.beer.lager, Lager
extratrees:binnie.beer.wheat, Wheat Beer
extratrees:binnie.beer.rye, Rye Beer
extratrees:binnie.beer.corn, Corn Beer
extratrees:binnie.beer.stout, Stout
extratrees:binnie.mash.grain, Fermented Grain Mash
extratrees:binnie.mash.wheat, Fermented Wheat Mash
extratrees:binnie.mash.rye, Fermented Rye Mash
extratrees:binnie.mash.corn, Fermented Corn Mash
extratrees:binnie.spirit.neutral, Neutral Spirit
extratrees:binnie.vodka, Vodka
extratrees:binnie.rum.white, White Rum
extratrees:binnie.rum.dark, Dark Rum
extratrees:binnie.whiskey, Whiskey
extratrees:binnie.whiskey.corn, Bourbon
extratrees:binnie.whiskey.rye, Rye Whiskey
extratrees:binnie.whiskey.wheat, Wheat Whiskey
extratrees:binnie.wine.fortified, Fortified Wine
extratrees:binnie.tequila, Tequila
extratrees:binnie.brandy.grape, Brandy
extratrees:binnie.brandy.apple, Apple Brandy
extratrees:binnie.brandy.pear, Pear Brandy
extratrees:binnie.brandy.apricot, Apricot Brandy
extratrees:binnie.brandy.plum, Plum Brandy
extratrees:binnie.brandy.cherry, Cherry Brandy
extratrees:binnie.brandy.elderberry, Elderberry Brandy
extratrees:binnie.brandy.citrus, Citrus Brandy
extratrees:binnie.brandy.fruit, Fruit Brandy
extratrees:binnie.spirit.sugarcane, Cachaca
extratrees:binnie.spirit.gin, Gin
extratrees:binnie.liquor.apple, Apple Liquor
extratrees:binnie.liquor.pear, Pear Liquor
extratrees:binnie.liquor.cherry, Cherry Liquor
extratrees:binnie.liquor.elderberry, Elderberry Liquor
extratrees:binnie.liquor.apricot, Apricot Liquor
extratrees:binnie.liquor.fruit, Fruit Liquor
extratrees:binnie.liqueur.almond, Almond Liqueur
extratrees:binnie.liqueur.orange, Orange Liqueur
extratrees:binnie.liqueur.banana, Banana Liqueur
extratrees:binnie.liqueur.chocolate, Chocolate Liqueur
extratrees:binnie.liqueur.mint, Mint Liqueur
extratrees:binnie.liqueur.hazelnut, Hazelnut Liqueur
extratrees:binnie.liqueur.cinnamon, Cinnamon Liqueur
extratrees:binnie.liqueur.coffee, Coffee Liqueur
extratrees:binnie.liqueur.melon, Melon Liqueur
extratrees:binnie.liqueur.anise, Anise Liqueur
extratrees:binnie.liqueur.peach, Peach Liqueur
extratrees:binnie.liqueur.lemon, Lemon Liqueur
extratrees:binnie.liqueur.herbal, Herbal Liqueur
extratrees:binnie.liqueur.cherry, Cherry Liqueur
extratrees:binnie.liqueur.blackcurrant, Blackcurrant Liqueur
extratrees:binnie.liqueur.blackberry, Blackberry Liqueur
extratrees:binnie.liqueur.raspberry, Raspberry Liqueur
biomesoplenty:grass:0, Spectral Moss
biomesoplenty:grass:1, Overgrown Stone
biomesoplenty:grass:2, Loamy Grass Block
biomesoplenty:grass:3, Sandy Grass Block
biomesoplenty:grass:4, Silty Grass Block
biomesoplenty:grass:5, Origin Grass Block
biomesoplenty:grass:6, Overgrown Netherrack
biomesoplenty:grass:7, Flowering Grass Block
biomesoplenty:grass:8, Mycelial Netherrack
biomesoplenty:dirt:8, Coarse Loamy Dirt
biomesoplenty:dirt:0, Loamy Dirt
biomesoplenty:dirt:9, Coarse Sandy Dirt
biomesoplenty:dirt:1, Sandy Dirt
biomesoplenty:dirt:10, Coarse Silty Dirt
biomesoplenty:dirt:2, Silty Dirt
biomesoplenty:grass_path:0, Loamy Grass Path
biomesoplenty:grass_path:1, Sandy Grass Path
biomesoplenty:grass_path:2, Silty Grass Path
biomesoplenty:farmland_0:0, Loamy Farmland
biomesoplenty:farmland_0:1, Sandy Farmland
biomesoplenty:farmland_1:0, Silty Farmland
biomesoplenty:white_sand:0, White Sand
biomesoplenty:white_sandstone:0, White Sandstone
biomesoplenty:white_sandstone:1, Chiseled White Sandstone
biomesoplenty:white_sandstone:2, Smooth White Sandstone
biomesoplenty:white_sandstone_stairs:0, White Sandstone Stairs
biomesoplenty:dried_sand:0, Dried Sand
biomesoplenty:hard_ice:0, Hardened Ice
biomesoplenty:ash_block:0, Ash Block
biomesoplenty:mud:0, Mud
biomesoplenty:flesh:0, Flesh
biomesoplenty:crystal:0, Celestial Crystal
biomesoplenty:biome_block:0, Biome Essence Ore
biomesoplenty:gem_ore:0, Ender Amethyst Ore
biomesoplenty:gem_ore:1, Ruby Ore
biomesoplenty:gem_ore:2, Peridot Ore
biomesoplenty:gem_ore:3, Topaz Ore
biomesoplenty:gem_ore:4, Tanzanite Ore
biomesoplenty:gem_ore:5, Malachite Ore
biomesoplenty:gem_ore:6, Sapphire Ore
biomesoplenty:gem_ore:7, Amber Ore
biomesoplenty:gem_block:0, Block of Amethyst
biomesoplenty:gem_block:1, Block of Ruby
biomesoplenty:gem_block:2, Block of Peridot
biomesoplenty:gem_block:3, Block of Topaz
biomesoplenty:gem_block:4, Block of Tanzanite
biomesoplenty:gem_block:5, Block of Malachite
biomesoplenty:gem_block:6, Block of Sapphire
biomesoplenty:gem_block:7, Block of Amber
biomesoplenty:hive:0, Hive Block
biomesoplenty:hive:1, Honeycomb Block
biomesoplenty:hive:2, Empty Honeycomb Block
biomesoplenty:hive:3, Filled Honeycomb Block
biomesoplenty:honey_block:0, Honey Block
biomesoplenty:blue_fire:0, Blue Fire
biomesoplenty:bamboo_thatching:0, Bamboo Thatching
biomesoplenty:mud_brick_block:0, Mud Bricks
biomesoplenty:mud_brick_stairs:0, Mud Bricks Stairs
biomesoplenty:other_slab:0, Mud Bricks Slab
biomesoplenty:other_slab:1, White Sandstone Slab
biomesoplenty:log_0:4, Sacred Oak Wood
biomesoplenty:log_0:5, Cherry Wood
biomesoplenty:log_0:6, Umbran Wood
biomesoplenty:log_0:7, Fir Wood
biomesoplenty:log_1:4, Ethereal Wood
biomesoplenty:log_1:5, Magic Wood
biomesoplenty:log_1:6, Mangrove Wood
biomesoplenty:log_1:7, Palm Wood
biomesoplenty:log_2:4, Redwood Wood
biomesoplenty:log_2:5, Willow Wood
biomesoplenty:log_2:6, Pine Wood
biomesoplenty:log_2:7, Hellbark Wood
biomesoplenty:log_3:4, Jacaranda Wood
biomesoplenty:log_3:5, Mahogany Wood
biomesoplenty:log_3:6, Ebony Wood
biomesoplenty:log_3:7, Eucalyptus Wood
biomesoplenty:log_4:4, Giant Flower Stem
biomesoplenty:log_4:5, Dead Wood
biomesoplenty:leaves_0:8, Yellow Autumn Leaves
biomesoplenty:leaves_0:9, Orange Autumn Leaves
biomesoplenty:leaves_0:10, Bamboo Leaves
biomesoplenty:leaves_0:11, Magic Leaves
biomesoplenty:leaves_1:8, Umbran Leaves
biomesoplenty:leaves_1:9, Dead Leaves
biomesoplenty:leaves_1:10, Fir Leaves
biomesoplenty:leaves_1:11, Ethereal Leaves
biomesoplenty:leaves_2:8, Origin Leaves
biomesoplenty:leaves_2:9, Pink Cherry Leaves
biomesoplenty:leaves_2:10, White Cherry Leaves
biomesoplenty:leaves_2:11, Maple Leaves
biomesoplenty:leaves_3:8, Hellbark Leaves
biomesoplenty:leaves_3:9, Flowering Oak Leaves
biomesoplenty:leaves_3:10, Jacaranda Leaves
biomesoplenty:leaves_3:11, Sacred Oak Leaves
biomesoplenty:leaves_4:8, Mangrove Leaves
biomesoplenty:leaves_4:9, Palm Leaves
biomesoplenty:leaves_4:10, Redwood Leaves
biomesoplenty:leaves_4:11, Willow Leaves
biomesoplenty:leaves_5:8, Pine Leaves
biomesoplenty:leaves_5:9, Mahogany Leaves
biomesoplenty:leaves_5:10, Ebony Leaves
biomesoplenty:leaves_5:11, Eucalyptus Leaves
biomesoplenty:leaves_6:8, Giant Red Flower Petal
biomesoplenty:leaves_6:9, Giant Yellow Flower Petal
biomesoplenty:planks_0:0, Sacred Oak Wood Planks
biomesoplenty:planks_0:1, Cherry Wood Planks
biomesoplenty:planks_0:2, Umbran Wood Planks
